"chuong_so","tieu_de_chuong","ten_bai_thuoc","chua_tri","lieu_luong_cach_dung","cong_hieu","chu_y","ghi_chu","doi_tuong_phu_hop","luu_y","cong_dung_khac"
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","HẠT DẺ, BÍ ĐAO SẮC VỚI ĐƯỜNG","Người cao tuổi bị sốt viêm khí quản mạn tính.","Mỗi lần dùng 20 - 40 gr vỏ hạt dẻ, 30 - 60 gr bí đao. Sắc lấy nước pha đường uống, uống thường xuyên. Mỗi ngày 1 thang. Điều trị liên tục 4 - 6 thang sẽ có kết quả.","Giải cơn sốt, giảm nóng, tiêu đờm, tiêu viêm.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","CHIM SẺ ĐƯỜNG PHÈN HẤP CÁCH THỦY","Người cao tuổi bị viêm khí quản mạn tính","Mỗi lần dùng 2 con chim sẻ, làm sạch lông, bỏ mật, 15 - 20 gr đường phèn. Hấp cách thủy. Mỗi ngày ăn 1 lần. Điều trị liên tục 3 - 5 lần.","Nhuận phổi, tiêu đờm, tiêu viêm.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","HẠNH NHÂN HẤP VỚI QUẢ LÊ","Viêm khí quản mạn tính, ho khan.","Mỗi lần dùng 10 gr hạnh nhân, 1 quả lê, 30 - 50 gr đường trắng. Hấp cách thủy trong 1 tiếng. Ăn quả lê, uống nước.","Thanh nhiệt, ra mồ hôi, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","HOÀI SƠN HẤP VỚI NƯỚC MÍA","Viêm khí quản mạn tính ho lâu ngày.","Mỗi ngày dùng 60 gr hoài sơn, tán nhỏ, cho vào 1/2 bát nước mía. Hấp cách thủy, ăn nóng.","Bổ tỳ, nhuận phổi, tiêu viêm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","NƯỚC GỪNG, HẠNH NHÂN HẤP VỚI PHỔI LỢN","Người cao tuổi viêm khí quản mạn tính, ho nhiều đờm lạnh, ho lâu ngày không khỏi.","Mỗi ngày dùng 250 gr phổi lợn, thái nhỏ, rửa sạch, để ráo nước, cho vào 10 gr hạnh nhân nước vừa đủ. Ninh nhừ, sau đó cho vào 1 - 2 thìa nước gừng, một ít muối. Ăn cái, uống nước.","Bổ phổi, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","ĐƯỜNG PHÈN HẤP VỚI QUẢ HỒNG","Viêm khí quản mạn tính, ho khan.","Mỗi lần dùng 3 quả hồng, rửa sạch, cho vào ít đường phèn. Hấp cách thủy.","Nhuận phổi, tiêu viêm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","TÁO TÀU, CAM THẢO","Viêm khí quản mạn tính, ho.","Mỗi lần dùng 6 - 8 quả táo, 6 gr cam thảo tươi. Cho vào 2 bát nước, sắc lấy 1 bát, bỏ bã, uống nước.","Giải độc, nhuận phổi, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","ĐƯỜNG PHÈN NẤU VỚI HẠNH NHÂN","Viêm khí quản mạn tính, ho khan.","Mỗi lần dùng 15 gr hạnh nhân nam, 3 gr hạnh nhân bắc, luộc chín, bỏ vỏ. Lấy 50 gr gạo tẻ trộn với hạnh nhân, nấu thành cháo, cho vào cháo 1 ít đường phèn.","Nhuận phổi, tiêu đờm, hạ khí, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","LẠC NHÂN NẤU VỚI ĐƯỜNG PHÈN","Viêm khí quản mạn tính, ho khan ít đờm.","Mỗi lần dùng 100 - 150 gr lạc nhân, cho vào 1 ít đường phèn và nước vừa đủ. Đun sôi kỹ cho lạc chín nhừ. Ăn lạc, uống nước.","Khỏi ho khan, tiêu đờm, nước dãi.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","PHỔI LỢN NẤU VỚI LÁ CHANH","Viêm khí quản mạn tính, ho lâu ngày không khỏi, cổ họng ngứa, đờm trắng, ít, và ho lâu dẫn đến đau vùng lườn, tức ngực.","Mỗi lần dùng 15 gr lá chanh, 150 - 200 gr phổi lợn. Phổi lợn rửa sạch thái nhỏ, bóp hết bọt nước. Cho một ít nước, một ít muối vào phổi lợn, lá chanh, nấu chín kỹ. Ăn cả cái lẫn nước.","Long đờm, khỏi ho, giảm đau cổ họng.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","CANH RAU CẢI TRẮNG KHÔ VỚI TÁO TÀU, ĐẬU PHỤ","Viêm khí quản mạn tính ở người cao tuổi.","Mỗi lần dùng 100 gr rau cải khô, 50 gr đậu phụ, 10 quả táo. Ninh nhừ, cho vào 1 ít dầu ăn, một ít muối. Ăn vào 2 bữa cơm trong ngày.","Mát phổi, tiêu viêm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","BỘT LINH CHI HẤP VỚI THỊT LỢN NẠC","Người cao tuổi viêm khí quản mạn tính.","Mỗi lần dùng 9 gr linh chi tán nhỏ, 100 gr thịt lợn nạc. Thịt băm nhỏ, trộn đều với bột linh chi, cho vào 1 ít dầu ăn, một ít muối. Hấp cách thủy. Ăn vào 2 bữa cơm.","Tăng cường khí huyết, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","ĐÔNG TRÙNG HẠ THẢO, HẤP CÁCH THỦY","Viêm khí quản mạn tính, ho khan của người cao tuổi.","Mỗi lần dùng 1 con vịt, làm sạch lông, bỏ ruột. Lấy 10 - 12 gr đông trùng hạ thảo, rửa sạch cho vào trong con vịt. Hấp cách thủy. Ăn thịt, uống nước.","Mát phổi, tăng cường khí huyết, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","HẠT DẺ HẦM VỚI THỊT LỢN NẠC","Người cao tuổi bị viêm khí quản mạn tính.","Mỗi lần dùng 250 gr hạt dẻ (bóc bỏ vỏ), 200 gr thịt lợn nạc, rửa sạch, thái miếng. Cho đủ nước và một ít muối. Ninh nhừ. Ăn thịt, uống nước.","Tăng cường khí huyết, khỏi ho, tiêu viêm.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","DẦU VỪNG NẤU VỚI THỊT DƠI","Viêm khí quản mạn tính.","Mỗi lần dùng 1 con dơi, làm sạch lông, chặt bỏ đầu, chân, ruột gan. Cho vào 250 gr dầu vừng, ninh nhừ thịt dơi trong dầu vừng. Lọc bỏ bã, lấy nước dầu vừng, chia làm 3 ngày, nấu với rau để ăn.","Hạ khí, khỏi ho, nhuận phổi.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","GỪNG TƯƠI SẤY VỚI QUẢ HỒNG KHÔ","Viêm khí quản mạn tính.","Mỗi lần dùng 3 - 6 gr gừng tươi rửa sạch, bỏ vỏ, lấy 1 quả hồng khô, bổ dọc quả hồng thành mảnh, kẹp lát gừng tươi vào giữa. Sấy trên ngọn lửa nhỏ 1 lúc. Bỏ gừng, ăn quả hồng, hoặc ăn cả gừng lẫn hồng.","Bổ phổi, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","CÁ DIẾC ĂN VỚI GỪNG BÁN HẠ","Viêm khí quản mạn tính.","Cá diếc bỏ ruột, sấy khô, nghiền nhỏ. Mỗi lần uống 5 gr bột cá với 3g bột gừng, bán hạ. Uống với nước cơm. Mỗi ngày uống 3 lần.","Bổ phổi, tiêu đờm, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","BẠCH CẬP HẤP VỚI TỔ YẾN","Người bị viêm khí quản mạn tính.","Mỗi lần dùng 6 - 9 gr bạch cập, 6 - 9 gr tổ yến. Hấp cách thủy cho đến khi nhừ nát, lọc lấy nước, bỏ bã. Cho vào 1 ít đường phèn, đun tiếp 1 vài phút. Mỗi ngày ăn 1 - 2 lần.","Bổ phổi, tiêu đờm, khỏi ho, tiêu viêm. Đây là bài thuốc dân gian dùng bồi dưỡng cơ thể.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","TRỨNG GÀ NƯỚNG BỌC CÓC","Viêm khí quản mạn tính.","Lấy 1 con cóc sống, mổ bỏ hết nội tạng. Lấy 1 quả trứng gà, đặt vào trong bụng cóc, dùng đất dẻo bọc kín, nướng cháy trên lò than. Bỏ đất và con cóc đi, chỉ ăn trứng gà đã nướng. Hàng ngày, sáng sớm ăn 1 quả trứng gà. Người bệnh nặng, ăn trong 5 ngày (kiêng hút thuốc, kiêng ăn mỡ). Bài thuốc này có tác dụng chữa thở khò khè.","","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","KẸO HẠNH NHÂN","Viêm khí quản mạn tính.","Hạnh nhân, đường phèn tán nhỏ, trộn đều, chế biến thành kẹo hạnh nhân. Mỗi buổi sáng chiều ăn 9 gr kẹo. Mỗi đợt điều trị 10 ngày.","Tiêu viêm, giải độc, khỏi ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","NHÂN QUẢ THÔNG TẨM ĐƯỜNG","Người già viêm khí quản mạn tính (thở hụt hơi, mệt mỏi, hay toát mồ hôi, da tái xám, ăn kém, nhạt miệng, mạch vi nhược).","Đường trắng 500 gr, cho 1 ít nước, đun nhỏ lửa cho đến khi khô, đường kéo thành sợi, không dính thì ngừng đun. Cho 250 gr nhân quả thông vào đun tiếp, quấy đều, đổ ra đĩa to, để nguội, cắt thành miếng.","Nhuận phổi, bổ tỳ, giảm ho.","","","","",""
37,"CHỮA VIÊM KHÍ QUẢN MẠN TÍNH","CHÁO TRỨNG GÀ NGÂN HẠNH, HẠNH NHÂN, HỒ ĐÀO, LẠC","Viêm khí quản mạn tính.","Ngân hạnh, hạnh nhân 1 phần, hồ đào, lạc nhân 2 phần. Tán nhỏ, trộn đều. Mỗi buổi sáng sớm, dùng 20 gr bột hỗn hợp trên và 1 quả trứng gà, nấu 1 bát cháo, ăn nóng. Ăn liên tục trong nửa năm. Thường bắt đầu ăn từ đầu mùa thu (trước khi bệnh viêm khí quản phát sinh, khi chưa rét), cho đến hết mùa xuân sang năm sau (khi thời tiết ấm áp).","- Bổ thận, nhuận phổi, giải độc, tiêu viêm. Dùng phối hợp chữa sưng phổi rất tốt.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","NẤU CHÁO LÁ TÍA TÔ","Thở khò khè do cảm lạnh (thở gấp, hơi ngắn, trong cổ họng có đờm loãng trắng, có tiếng khò khè, rét dữ dội không ra mồ hôi, nhức đầu, thân thể mệt mỏi, bựa lưỡi trắng, mỏng).","Trước tiên dùng 500 gr gạo tẻ nấu thành cháo, cháo chín nhừ, cho vào 10 - 15 gr lá tía tô, đun tiếp cháo sôi lên là được. Mỗi ngày ăn 2 lần.","Giải cảm, dễ thở, tán hàn, khí huyết lưu thông, giảm đau. Bài thuốc này điều trị cảm lạnh, ho, tức ngực có hiệu quả.","Những người cảm nóng sốt không được dùng.","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CHÁO GẠO NẾP VỚI GỪNG, TÁO TÀU","Thở khò khè cảm lạnh (bệnh trạng như trên).","Gừng tươi thái nhỏ, táo 2 quả, gạo nếp 150 gr. Cho nước vừa đủ, nấu thành cháo.","giải cảm, tán hàn, tiêu đờm, tăng cường điều hòa khí huyết, bổ tỳ, vị. Người cao tuổi cũng dùng được bài thuốc này.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","BỘT ĐÌNH LỊCH NẤU VỚI TÁO TÀU","Thở khò khè do cảm nóng (thở có tiếng khò khè, sốt cao, bứt rứt, miệng khát, thèm uống, đờm đặc vàng, hoặc trắng dính, bựa lưỡi vàng nhầy, mạch hoạt).","Quả đình lịch 10 gr sao vàng, tán nhỏ, táo 20 quả. Cho táo vào 500 ml sắc lấy 200 ml, cho bột đình lịch vào, quấy đều, đun tiếp trong 10 phút gạn lấy nước uống.","Tiêu đờm, dễ thở, khí huyết lưu thông.","Những người cơ thể hư nhược cần thận trọng khi dùng bài thuốc này.","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CAO HẠNH NHÂN, MẬT ONG","Thở khò khè do cảm nóng (bệnh trạng như trên).","Hạnh nhân (bỏ vỏ, đầu nhọn) 30 gr, nước 200 ml nghiền thành nước, cho 120 gr mật ong tươi, 12 gr cam thảo vào. Sắc kỹ, cô đặc thành cao. Mỗi lần uống 10 ml, ngày uống 2 lần, uống sau bữa ăn.","Nhuận phổi, thanh nhiệt, dễ thở, khỏi ho. Bài thuốc này có tác dụng chữa chứng nóng phổi thở khò khè, thông đại tiện. Những người phổi khí hư cũng dùng được.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CHÁO CAO A GIAO BỔ PHỔI","Thở khò khè do cảm nóng (bệnh trạng như trên).","Gạo nếp 30 gr, hạnh nhân 10 gr, cao A Giao 15 gr, nam mộc hương 10 gr. Dùng nước vừa đủ, trước hết sắc kỹ hạnh nhân, nam mộc hương lấy nước, bỏ bã. Cho gạo nếp vào nấu thành cháo. Cao A Giao hòa tan vào nước rồi cho vào cháo, cho vào cháo 1 ít đường phèn, đun sôi quấy đều.","Mát phổi, hạ nhiệt, bổ trung ích khí, khỏi ho, dễ thở. Bài thuốc này chữa chứng phế hư hỏa thịnh, ho, thở dốc rất công hiệu. Những người ho trong đờm có lẫn máu cũng có thể dùng bài thuốc này.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CAO HOÀNG KỲ, CAM THẢO, MẬT ONG...","Khó thở (người cao tuổi, cơ thể suy nhược, bệnh kéo dài, thở hụt hơi, sợ gió, thở khó, ra mồ hôi trộm, ăn yếu, mạch hư nhược).","Hoàng kỳ tươi 20 gr, thạch cao 10 gr, mật ong 30 gr cam thảo 6 gr, bột sơn dược 10 gr, rễ cỏ tranh tươi 20 gr. Trước hết đem hoàng kỳ, thạch cao, rễ cỏ tranh sắc trong 30 phút, bỏ bã, lấy 2 cốc nước. Cho cam thảo, bột sơn dược vào sắc tiếp, quấy đều, cô đặc, cho mật ong vào, đun sôi, để nguội. Chia làm 3 lần uống hết trong ngày.","Giúp phổi điều hòa âm dương, thở nhịp nhàng, tự nhiên.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","HỒ ĐÀO SẮC VỚI NHÂN SÂM","Thở khò khè (bệnh trạng như trên).","Quả hồ đào 20 gr (bỏ vỏ), nhân sâm 6 gr hoặc đẳng sâm 20 gr, gừng tươi 3 lát. Cho nước vừa đủ, sắc lấy 200 ml, vớt bỏ gừng ra, cho vào một ít đường phèn, quấy đều. Mỗi ngày uống 1 lần, uống trước khi đi ngủ.","Bổ thận, bổ phổi, thở dễ, đại bổ nguyên khí, ấm dạ, tiêu đờm. Chữa chứng hư hàn thận yếu có hiệu quả.","những người ho có máu trong đờm, âm hư, nhiệt... không được dùng bài thuốc này.","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CHÁO KHIẾM THỰC, HỒ ĐÀO, TÁO TÀU","Thở khó (bệnh trạng như trên).","Khiếm thực 100 gr (tán nhỏ) nhân hồ đào 200 gr (tán nhỏ), táo 20 quả (bỏ hạt). Cho vào 1 ít đường, nước vừa đủ, hầm kỹ. Mỗi ngày ăn 2 lần.","- Bổ trung ích khí, bổ phổi, thở ổn định. Chữa khỏi chứng tỳ thận hư, thở khó. Người cao tuổi mắc chứng khó thở dùng rất tốt.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","NHÂN QUẢ HỒ ĐÀO SẮC VỚI QUẢ HỒNG KHÔ","Khó thở (bệnh trạng như trên).","Nhân hồ đào, hồng khô mỗi thứ 500 gr. Trước hết cho nhân hồ đào vào sắc kỹ, vớt ra cho vào bình trộn với quả hồng khô đã hấp chín. Để nguội, ăn tùy ý.","Mát phổi, tăng cường khí huyết, tiêu đờm, giảm nóng, dễ thở, khỏi ho.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","CANH CỦ CẢI TRỨNG GÀ","Thở khó do dị ứng (những người hay mắc chứng do dị ứng, mỗi khi gió lạnh, hít phải bụi, ăn tôm cá, hoặc đường hô hấp bị nhiễm vi khuẩn độc hại. Khi mắc bệnh thường khạc ra đờm, hay ngáp, dễ bực bội toát mồ hôi, hết cơn thì trở lại bình thường).","Về mùa đông, chọn một số cây cải củ to, khoét lỗ, đủ nhét quả trứng gà vào (đầu trứng gà to hướng lên trên). Trồng cây cải củ vào chậu, giữ cho cây sống, sau 81 ngày, nhổ củ lên rửa sạch, cắt nhỏ, nấu chín nhừ, đập trứng gà vào nồi canh. Không cho muối, ăn canh. Vì khi trời giá rét, nói chung trứng gà không ung thối, nếu trứng ung thối biến chất thì không dùng được. Bài thuốc chữa bệnh thở khò khè rất tốt.","","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","HẠT CỦ CẢI SẮC VỚI HẠNH NHÂN","Thở khò khè, đờm nhiều, hơi ngắn","Hạt cải củ 20 gr, hạnh nhân 20 gr. Trước hết đem hạt cải sao vàng, bỏ đầu nhọn hạt hạnh nhân. Cho vào 1 bát rưỡi nước, sắc lấy nửa bát, uống.","Tăng cường khí huyết, tiêu đờm, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","BỘT MAI MỰC TRỘN ĐƯỜNG ĐỎ","Thở khò khè, đờm nhiều, hụt hơi, thở gấp.","Mai mực sấy khô tán thành bột, mỗi lần dùng 15 gr hòa với đường đỏ uống. Mỗi buổi sáng chiều uống 1 lần.","Tăng cường khí huyết, tiêu đờm, thở ổn định.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","QUẢ HẠNH ĐÀO, HẠNH NHÂN, GỪNG TƯƠI LUYỆN VỚI CÁM","Thở khò khè, cơ thể suy nhược.","Quả hạnh đào 50 gr, khổ hạnh nhân 50 gr (cắt đầu nhọn), gừng tươi 50 gr, cám gạo 100 gr. Tất cả đem sao vàng, tán nhỏ, trộn với mật ong chế thành thuốc viên. Mỗi viên khoảng 9 gr. Uống trước lúc đi ngủ. Mỗi lần 2 viên.","Bổ khí huyết, tiêu đờm, thở ổn định.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","GÀ MÁI ĐEN NẤU VỚI GIẤM CHUA","Thở khò khè, cơ thể suy nhược.","Dùng 1 con gà mái đen, 2000 gr giấm. Gà làm sạch lông, bỏ ruột, chặt miếng, cho vào hầm với giấm chua. Ăn nóng.","Bổ khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","GÀ MÁI VÀNG HẤP VỚI BỘT CA-RI","Mắc chứng khó thở kéo dài, cơ thể suy nhược.","Dùng 1 con gà mái vàng, 25 gr bột ca ri (hoặc thay bằng bột hạt cải). Gà làm sạch lông, bỏ mật, chặt miếng, cho vào hầm với bột ca-ri, ăn nóng.","Tăng cường khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","HẠNH NHÂN ĐẮNG, HẠNH NHÂN NGỌT SẮC VỚI ĐƯỜNG PHÈN","Người cao tuổi thở khó","Hạnh nhân ngọt 25 gr, hạnh nhân đắng (khổ hạnh nhân) 25 gr, đường phèn 50 gr, cho vào một bát nước, sắc lấy 1/2 bát. Uống hết trong 1 lần.","Tăng cường khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","TRỨNG GÀ NGÂM NƯỚC ĐÁI","Thở khó lâu ngày không khỏi, cơ thể suy nhược.","Lấy 20 quả trứng gà, ngâm vào chậu nước đái trong 4 ngày; sau đó lấy ra rửa sạch, mỗi ngày luộc 1 quả, bóc vỏ ăn.","Bổ khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","VỪNG ĐEN, GỪNG TƯƠI TRỘN VỚI MẬT ONG, ĐƯỜNG PHÈN","Người cao tuổi thở khò khè.","Dùng 250 gr vừng đen, 200 gr gừng tươi, 200 gr mật ong, 200 gr đường phèn. Trước tiên đun nước gừng hòa với đường phèn, đun sôi, sau đó đem vừng đen sao thơm, để nguội, trộn với nước gừng sao khô, để nguội. Cuối cùng tất cả trộn với mật ong, đường phèn. Mỗi buổi sáng, chiều uống 1 thìa, uống với nước sôi.","Tăng cường khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","TRỨNG GÀ NẤU VỚI HOA HƯỚNG DƯƠNG","Thở khò khè","Dùng 1 hoa hướng dương, cho vào 2 bát nước, sắc lấy 1 bát. Đun sôi nước, đập vào 1 quả trứng gà. Ăn trứng, uống nước.","Bổ khí huyết, dễ thở.","","","","",""
38,"CHỮA THỞ KHÒ KHÈ","THỊT CHÓ NẤU VỚI THỤC PHỤ TỬ, GỪNG TƯƠI","Người già khó thở mạn tính do hư hàn, suy nhược.","Mỗi lần dùng 15 - 30 gr Thục Phụ Tử, 150 gr gừng tươi nướng chín, 500 - 1000 gr thịt chó. Tất cả đem băm nhỏ. Trước hết đem tỏi, dầu lạc xào với thịt chó, cho ít nước đun tiếp trong 2 tiếng. Ăn cả nước lẫn cái.","Bổ hư, khử hàn, thở dễ.","","","","",""
